run,seed,t_start,total_cost_eur,total_fuel_burn_kg,runtime_sec
1,10001,11.0,39220.71427281219,52445.08631027708,3.6919838000030722
2,10002,11.0,39088.21231697915,52268.307114252304,4.322212800005218
3,10003,11.0,39247.69008283437,52519.73947826417,3.787140200001886
4,10004,11.0,39205.58283108385,52437.51679206692,3.7628329999861307
5,10005,11.0,39215.42255689094,52466.10964523321,3.703648199996678
6,10006,11.0,39084.56135966077,52293.609028018895,3.68927950001671
7,10007,11.0,39179.674540288186,52410.928859779575,3.7146263000031468
8,10008,11.0,39197.09060647755,52422.05001499287,3.8166438000043854
9,10009,11.0,39283.31762982283,52525.86430652076,3.7120618000044487
10,10010,11.0,39153.39302791752,52398.956482942805,3.6814717999950517
11,10011,11.0,39310.12135218664,52600.008083097106,3.7074891999945976
12,10012,11.0,39246.37758987227,52487.077239836384,3.6884825000015553
13,10013,11.0,39239.572244327064,52508.13605832138,3.693166300014127
14,10014,11.0,39253.01783848422,52505.0934489995,3.807077199977357
15,10015,11.0,39269.47963482318,52513.39212803862,3.7010975999874063
16,10016,11.0,39247.10685720405,52536.55819407863,3.695521799993003
17,10017,11.0,39168.51730483248,52377.473712220366,3.701278499996988
18,10018,11.0,39081.400160977115,52284.8491840332,3.7260038999957033
19,10019,11.0,39340.95585745886,52663.354697615534,3.688171699992381
20,10020,11.0,39214.44955368835,52455.68602441111,3.803041899984237
21,10021,11.0,39333.78125998352,52603.03887507952,3.738377200003015
22,10022,11.0,39175.44830076915,52402.43835855414,3.6866519000031985
23,10023,11.0,39290.07144418298,52534.613702998024,3.7091425999824423
24,10024,11.0,39149.68850748505,52373.03457947942,3.734636299981503
25,10025,11.0,39292.49984106808,52650.782374048336,3.7205017000087537
26,10026,11.0,39319.88308440531,52578.32539298376,4.223773700010497
27,10027,11.0,39182.20616357667,52393.871210239995,4.3307857000036165
28,10028,11.0,39295.2527384864,52549.62850639632,3.859427500021411
29,10029,11.0,39133.957800373115,52366.46773030118,3.7048481999954674
30,10030,11.0,39165.77485284541,52449.54628961134,3.6960048000037204
